Date-Hour(NMT),FF,OT_1,PR,QSI,TA,UU
18.01.2017-16:00,0.2,0,1025.3,12.2,-2,98
18.01.2017-17:00,1.2,0,1025.3,-3.8,-2,99
18.01.2017-18:00,0.9,0,1025.3,-5.2,-2.1,99
18.01.2017-19:00,0.4,0,1025.4,-5.1,-1.9,99
18.01.2017-20:00,0.8,0,1025.4,-5.5,-2,99
18.01.2017-21:00,0.8,0,1025.2,-6.2,-1.8,99
18.01.2017-22:00,0.4,0,1025.3,-6,-2.1,99
18.01.2017-23:00,0.4,0,1025.2,-5.9,-2,99
19.01.2017-00:00,1.2,0,1025.5,-6.2,-2,99
19.01.2017-01:00,1.5,0,1025.2,-5.8,-2.7,99
19.01.2017-02:00,0.9,0,1025.2,-6.4,-2.7,99
19.01.2017-03:00,1.3,0,1024.9,-6.5,-3.3,97
19.01.2017-04:00,0.4,0,1024.9,-7,-3.3,97
19.01.2017-05:00,0.9,0,1024.7,-6.5,-3.2,97
19.01.2017-06:00,1.1,0,1024.6,-6.3,-2.4,98
19.01.2017-07:00,0.4,0,1024.1,-5.6,-1.4,99
19.01.2017-08:00,0.5,0,1023.9,-6.2,-0.9,99
19.01.2017-09:00,0.5,0,1023.8,-5.6,-0.8,99
19.01.2017-10:00,1.5,0,1023.8,-0.5,-0.2,99
19.01.2017-11:00,0.4,0,1023.5,15.5,0,99
19.01.2017-12:00,1.2,0,1023.2,16.6,0,99
19.01.2017-13:00,1.4,0,1023.2,36.5,0.4,98
19.01.2017-14:00,0.4,0,1023.2,40.4,0.7,98
19.01.2017-15:00,0.6,0,1023.4,24.3,0.9,98
19.01.2017-16:00,2.7,0,1023.2,5.5,1.3,97
19.01.2017-17:00,1.8,0,1023.1,-4.4,2.4,94
19.01.2017-18:00,2,0,1023.3,-6.4,2.3,93
19.01.2017-19:00,1.5,0,1023.3,-6.7,1.4,93
19.01.2017-20:00,0.9,0,1023.9,-6.9,1.3,93
19.01.2017-21:00,0.9,0,1023.9,-7.2,1.2,92
19.01.2017-22:00,3,0,1024.4,-7,1.4,93
19.01.2017-23:00,1.9,0,1024.4,-5.6,1.9,91
20.01.2017-00:00,0.4,0,1024.4,-7,1.3,92
20.01.2017-01:00,0.7,0,1024.3,-6.9,1.1,93
20.01.2017-02:00,1,0,1023.9,-7,1.1,92
20.01.2017-03:00,1.9,0,1023.5,-6.5,1.2,93
20.01.2017-04:00,0.6,0,1023.3,-6.7,2,90
20.01.2017-05:00,1.7,0,1022.9,-6.5,1.7,93
20.01.2017-06:00,0.9,0,1022.8,-6.6,1.8,91
20.01.2017-07:00,1.9,0,1022.6,-6.7,2.1,90
20.01.2017-08:00,1.5,0,1022.7,-6.8,2.3,88
20.01.2017-09:00,0.9,0,1023.1,-6,2.1,89
20.01.2017-10:00,0.7,0,1023.6,8,2.3,87
20.01.2017-11:00,2,0,1023.9,35.7,2.8,86
20.01.2017-12:00,2.1,0,1023.8,61.5,3.8,82
20.01.2017-13:00,1.3,29,1023.5,73.5,4.8,77
20.01.2017-14:00,0.9,32,1023.3,48.6,4.3,78
20.01.2017-15:00,0.7,0,1023.2,19.9,3,84
20.01.2017-16:00,2.7,0,1023.4,2.8,2.7,83
20.01.2017-17:00,2.5,0,1024.1,-6.5,1.7,88
20.01.2017-18:00,1.1,0,1024.3,-7,1.1,88
20.01.2017-19:00,1.8,0,1024.7,-7.2,1.5,90
20.01.2017-20:00,2.5,0,1025.1,-6.8,1.4,90
20.01.2017-21:00,1.8,0,1026,-6.8,1.7,87
20.01.2017-22:00,3.1,0,1026.6,-6.4,1.6,89
20.01.2017-23:00,2.1,0,1027.1,-6.2,1.9,88
21.01.2017-00:00,2.4,0,1027,-6.2,1.7,90
21.01.2017-01:00,0.6,0,1026.8,-6.2,2.1,89
21.01.2017-02:00,1,0,1026.9,-6.4,2,89
21.01.2017-03:00,1.6,0,1027,-6.4,1.8,90
21.01.2017-04:00,0.9,0,1027,-7.2,1.5,91
21.01.2017-05:00,1.2,0,1027,-7.5,0.9,92
21.01.2017-06:00,1.5,0,1027.3,-7,0.3,94
21.01.2017-07:00,1.3,0,1027.3,-7.3,-0.5,93
21.01.2017-08:00,1,0,1027.4,-7,-0.5,95
21.01.2017-09:00,1.9,0,1027.9,-5.2,-0.3,95
21.01.2017-10:00,1.4,26,1028.6,15.4,0,96
21.01.2017-11:00,2.5,0,1028.7,41.4,1.2,92
21.01.2017-12:00,0.3,40,1028.7,110.5,3.9,84
21.01.2017-13:00,0.4,60,1028.2,146.5,4.8,78
21.01.2017-14:00,0.8,60,1028.2,130.8,3.3,80
21.01.2017-15:00,0.2,60,1028,74.2,3,82
21.01.2017-16:00,1.7,23,1028,17.7,2.7,85
21.01.2017-17:00,0.5,0,1028.3,-6.1,0.9,92
21.01.2017-18:00,0.9,0,1028.3,-7.9,0.3,94
21.01.2017-19:00,1.8,0,1028.2,-7.8,-0.3,93
21.01.2017-20:00,0.3,0,1028.1,-8,-1.2,95
21.01.2017-21:00,0.2,0,1028.2,-8.1,-1.7,96
21.01.2017-22:00,0.8,0,1027.9,-8,-1.5,97
21.01.2017-23:00,1,0,1027.4,-7.5,-1.3,94
22.01.2017-00:00,1.5,0,1027.7,-7.2,-2.2,98
22.01.2017-01:00,1,0,1027.8,-6,-1.6,99
22.01.2017-02:00,1,0,1027.3,-5.9,-1,99
22.01.2017-03:00,0.6,0,1026.7,-5.2,-0.7,99
22.01.2017-04:00,0.9,0,1026.2,-5.6,-0.3,99
22.01.2017-05:00,2.1,0,1025.7,-4.5,-0.1,99
22.01.2017-06:00,1.1,0,1025.2,-4.7,0,99
22.01.2017-07:00,1.9,0,1024.8,-4.8,0,100
22.01.2017-08:00,1.4,0,1024.6,-4.5,0,100
22.01.2017-09:00,0.8,0,1024.3,-5,-0.1,100
22.01.2017-10:00,1.7,0,1024.3,2.7,0,99
22.01.2017-11:00,2.1,0,1023.9,19.8,0.3,100
22.01.2017-12:00,2.5,0,1023.2,37.4,0.8,99
22.01.2017-13:00,0.8,0,1022.6,39.8,1,99
22.01.2017-14:00,1.8,0,1022,23.5,0.8,99
22.01.2017-15:00,2.1,0,1021.3,14.2,0.7,99
22.01.2017-16:00,1.5,0,1021.2,2.4,0.7,99
22.01.2017-17:00,1.6,0,1020.6,-5.8,0.7,99
22.01.2017-18:00,2.4,0,1020.5,-6.5,0.5,99
22.01.2017-19:00,1.8,0,1020.2,-5.9,0.2,99
22.01.2017-20:00,1.9,0,1019.8,-5.3,0,99
22.01.2017-21:00,1.6,0,1019.5,-5.7,-0.2,99
22.01.2017-22:00,1.2,0,1019.3,-5.9,-0.4,99
22.01.2017-23:00,1.5,0,1019.3,-5.8,-0.6,99
23.01.2017-00:00,1.5,0,1019,-5.8,-0.8,99
23.01.2017-01:00,0.6,0,1018.8,-5.8,-1,99
23.01.2017-02:00,1.9,0,1018.5,-5.7,-1.5,99
23.01.2017-03:00,1,0,1018.1,-5.3,-2,99
23.01.2017-04:00,1.7,0,1017.9,-5.5,-2.4,99
23.01.2017-05:00,1.5,0,1017.9,-5.6,-2.8,99
23.01.2017-06:00,2.1,0,1017.7,-5.2,-3,99
23.01.2017-07:00,1.4,0,1017.7,-5.2,-3.2,99
23.01.2017-08:00,2.2,0,1017.4,-4.9,-3.2,99
23.01.2017-09:00,1.8,0,1017.3,-4.3,-3.2,99
23.01.2017-10:00,1.5,0,1017.3,9.6,-3.3,98
23.01.2017-11:00,1.6,0,1017.5,28.9,-3.3,98
23.01.2017-12:00,1,0,1017.3,42.8,-3,98
23.01.2017-13:00,0.9,0,1017,63,-2.8,98
23.01.2017-14:00,1.5,0,1017,58.4,-2.8,98
23.01.2017-15:00,0.8,0,1016.8,32,-3,98
23.01.2017-16:00,0.7,0,1016.8,12.5,-2.9,98
23.01.2017-17:00,0.6,0,1017.2,-4.4,-3.1,98
23.01.2017-18:00,1.3,0,1017.5,-5.5,-3.1,98
23.01.2017-19:00,0.9,0,1017.6,-5.6,-3.6,98
23.01.2017-20:00,0.8,0,1018,-7.2,-4,97
23.01.2017-21:00,0.7,0,1018.7,-6.9,-4.5,96
23.01.2017-22:00,1.8,0,1018.9,-6.4,-4.1,97
23.01.2017-23:00,0.5,0,1019.7,-6.8,-4.8,96
24.01.2017-00:00,0.7,0,1020,-6.8,-4.8,96
24.01.2017-01:00,0.7,0,1020.2,-6.6,-5,96
24.01.2017-02:00,0.3,0,1020.3,-6.4,-5.4,96
24.01.2017-03:00,1,0,1020.7,-7,-5.5,96
24.01.2017-04:00,0.3,0,1020.7,-7,-5.7,95
24.01.2017-05:00,0.8,0,1020.7,-6.6,-5.7,95
24.01.2017-06:00,0.6,0,1021.1,-6.6,-5.8,96
24.01.2017-07:00,0.5,0,1021.6,-6.3,-5.5,96
24.01.2017-08:00,0.5,0,1021.8,-6.4,-5.9,95
24.01.2017-09:00,0.7,0,1022.1,-4.5,-5.2,95
24.01.2017-10:00,0.9,34,1022.6,29.6,-4.8,96
24.01.2017-11:00,0,60,1022.9,87.1,-4,96
24.01.2017-12:00,0.5,39,1022.7,127.6,-2.3,97
24.01.2017-13:00,0.5,9,1022.2,99.9,-2.4,97
24.01.2017-14:00,0.6,0,1021.9,72.7,-2.1,97
24.01.2017-15:00,0.7,29,1022.8,61.9,-2.3,97
24.01.2017-16:00,1.6,20,1022.2,17.9,-2.6,97
24.01.2017-17:00,1.6,0,1022.7,-4.2,-2.5,98
24.01.2017-18:00,1,0,1022.6,-4.9,-2.6,98
24.01.2017-19:00,1.6,0,1022.6,-4.4,-2.1,99
24.01.2017-20:00,1.4,0,1022.7,-4.2,-1.8,99
24.01.2017-21:00,1,0,1023,-4.7,-1.7,99
24.01.2017-22:00,0.9,0,1022.9,-5.4,-1.8,99
24.01.2017-23:00,1.2,0,1023,-6,-1.9,99
25.01.2017-00:00,0.7,0,1023,-5,-1.9,99
25.01.2017-01:00,0.8,0,1023,-5.6,-2,99
25.01.2017-02:00,1.1,0,1023.1,-5.8,-2,99
25.01.2017-03:00,0.7,0,1022.7,-5.4,-1.9,99
25.01.2017-04:00,0.4,0,1022.7,-5.5,-2,99
25.01.2017-05:00,0.6,0,1023,-5.4,-1.9,99
25.01.2017-06:00,0.5,0,1022.8,-5.7,-1.8,99
25.01.2017-07:00,1.2,0,1022.7,-5.5,-1.9,99
25.01.2017-08:00,0.9,0,1022.7,-5.7,-1.8,99
25.01.2017-09:00,1.1,0,1023.3,-5.2,-1.9,99
25.01.2017-10:00,1.2,0,1023.3,2.2,-1.8,98
25.01.2017-11:00,0.5,0,1023.2,22.6,-1.7,98
25.01.2017-12:00,1.1,0,1023,66.9,-1.2,99
25.01.2017-13:00,1.5,0,1022.8,67.6,-1.1,99
25.01.2017-14:00,1.1,0,1022.7,57,-1.2,99
25.01.2017-15:00,0.6,0,1022.5,26.3,-0.7,99
25.01.2017-16:00,0.8,0,1022.5,4.4,-0.4,99
25.01.2017-17:00,1.9,0,1022.4,-3.7,0,100
25.01.2017-18:00,1.1,0,1022.5,-5,0.3,100
25.01.2017-19:00,0.9,0,1022.6,-5.8,0.7,100
25.01.2017-20:00,1.4,0,1022.9,-5.3,1.3,100
25.01.2017-21:00,1.2,0,1023.2,-5.4,1.4,100
25.01.2017-22:00,0.7,0,1023.5,-6.2,1.1,100
25.01.2017-23:00,1.9,0,1023.3,-4.9,1.5,100
26.01.2017-00:00,1.8,0,1023.7,-4.9,1.5,100
26.01.2017-01:00,0.4,0,1023.9,-5.7,1.4,100
26.01.2017-02:00,1.4,0,1023.8,-6.4,1.6,100
26.01.2017-03:00,2.2,0,1023.8,-5,1.8,100
26.01.2017-04:00,1.9,0,1023.7,-4.9,2.2,100
26.01.2017-05:00,1.4,0,1023.5,-4.8,2.4,100
26.01.2017-06:00,2.6,0,1023.6,-4.8,2.2,100
26.01.2017-07:00,1,0,1023.9,-5.4,2.2,100
26.01.2017-08:00,1.5,0,1024.1,-5.9,2.1,100
26.01.2017-09:00,2.4,0,1024.8,-4.5,1.9,100
26.01.2017-10:00,1.6,0,1025.1,7.3,1.4,100
26.01.2017-11:00,1.3,0,1025.4,28.3,1.4,99
26.01.2017-12:00,1.9,0,1025.6,41.7,1.3,99
26.01.2017-13:00,1.6,0,1026,69.1,1.5,97
26.01.2017-14:00,1.7,0,1025.9,62,1.7,95
26.01.2017-15:00,1.6,40,1025.8,81.1,1.8,93
26.01.2017-16:00,0.9,23,1025.8,32.7,0.9,94
26.01.2017-17:00,0.5,0,1026,-2,0.1,97
26.01.2017-18:00,0.7,0,1026.2,-6.4,-0.4,98
26.01.2017-19:00,1.5,0,1026.4,-5.6,0.6,99
26.01.2017-20:00,1.9,0,1026.5,-5.5,0.9,98
26.01.2017-21:00,1.7,0,1026.7,-5.8,0.9,98
26.01.2017-22:00,1.4,0,1026.8,-5.8,1,98
26.01.2017-23:00,1.7,0,1026.9,-5.6,1.1,97
27.01.2017-00:00,2.1,0,1027.1,-5.2,0.9,95
27.01.2017-01:00,1.4,0,1027,-5.4,0.7,95
27.01.2017-02:00,2.4,0,1026.7,-5.6,0.8,95
27.01.2017-03:00,3.1,0,1026.2,-5,0.5,95
27.01.2017-04:00,1.7,0,1026.1,-5.2,0.3,95
27.01.2017-05:00,2.8,0,1026.2,-5.6,-0.1,97
27.01.2017-06:00,1.9,0,1025.8,-5.9,-0.4,98
27.01.2017-07:00,1.9,0,1025.3,-6.1,-0.6,99
27.01.2017-08:00,1.1,0,1025.5,-6.4,-0.4,99
27.01.2017-09:00,0.6,0,1025.4,-4.7,-0.1,99
27.01.2017-10:00,0.7,0,1025.5,1.4,-0.1,99
27.01.2017-11:00,2.6,0,1025.5,7.8,0,99
27.01.2017-12:00,1.8,0,1025.2,10.8,0,98
27.01.2017-13:00,1.4,0,1024.8,14.5,0,98
27.01.2017-14:00,1.6,0,1024.2,14.8,-0.2,96
27.01.2017-15:00,0.6,0,1022.8,9.1,-0.3,95
27.01.2017-16:00,1,0,1022.4,0,-0.3,95
27.01.2017-17:00,1.5,0,1022.2,-4.3,-0.2,96
27.01.2017-18:00,1.1,0,1021.5,-4.4,-0.3,96
27.01.2017-19:00,1.6,0,1020.9,-5,0,94
27.01.2017-20:00,2.2,0,1020.9,-5.6,-0.2,94
27.01.2017-21:00,1.3,0,1021.3,-5.9,-0.2,93
27.01.2017-22:00,1.8,0,1021.1,-5.7,-0.4,96
27.01.2017-23:00,2,0,1020.7,-5.6,-0.5,93
28.01.2017-00:00,2.1,0,1021.1,-5.2,-0.6,93
28.01.2017-01:00,1.6,0,1021,-5.7,-0.6,93
28.01.2017-02:00,2.2,0,1020.6,-5.5,-0.5,94
28.01.2017-03:00,2.1,0,1020.7,-5.5,-0.5,94
28.01.2017-04:00,1.8,0,1020.4,-5.2,-0.5,94
28.01.2017-05:00,2.6,0,1020.2,-5.4,-0.4,93
28.01.2017-06:00,2.2,0,1020.3,-5.1,-0.4,91
28.01.2017-07:00,1.6,0,1020.6,-5.6,-0.4,90
28.01.2017-08:00,1.3,0,1021,-5.3,-0.3,88
28.01.2017-09:00,0.7,0,1021,-3.6,-0.3,87
28.01.2017-10:00,1.8,0,1021.2,13.4,-0.2,87
28.01.2017-11:00,1.6,0,1021.4,43.6,0.1,87
28.01.2017-12:00,1.7,0,1021.2,55.8,0,89
28.01.2017-13:00,1,0,1020.7,66.6,0.1,87
28.01.2017-14:00,1.5,0,1020.6,25.9,0.1,87
28.01.2017-15:00,1.2,0,1020.5,18.5,0.1,87
28.01.2017-16:00,1.3,0,1020.3,2.7,0,88
28.01.2017-17:00,0.6,0,1020.1,-4.6,0.1,86
28.01.2017-18:00,0.4,0,1019.8,-6.5,0.3,86
28.01.2017-19:00,0.8,0,1019.5,-6.5,0.2,90
28.01.2017-20:00,1.6,0,1019.3,-6.3,0.2,91
28.01.2017-21:00,1.5,0,1018.9,-5.7,0.2,93
28.01.2017-22:00,1.5,0,1018.6,-5.8,0.2,93
28.01.2017-23:00,0.9,0,1018.2,-6.3,0.4,93
29.01.2017-00:00,2.4,0,1017.8,-5.8,0.4,91
29.01.2017-01:00,1.7,0,1017.4,-5.5,0.2,92
29.01.2017-02:00,1.7,0,1016.7,-5.6,0,92
29.01.2017-03:00,1.8,0,1015.9,-5.5,-0.2,92
29.01.2017-04:00,1.7,0,1014.9,-5.6,-0.4,92
29.01.2017-05:00,1.9,0,1014.1,-5.7,-0.5,92
29.01.2017-06:00,2.9,0,1013.3,-5.5,-0.8,93
29.01.2017-07:00,2.3,0,1012.7,-5.4,-1,91
29.01.2017-08:00,1.5,0,1012.3,-5.4,-1.1,90
29.01.2017-09:00,3.6,0,1012,-4.6,-1.2,91
29.01.2017-10:00,3.3,0,1011.6,-0.5,-1.4,91
29.01.2017-11:00,2.3,0,1011,5.2,-1.3,91
29.01.2017-12:00,2.6,0,1010.5,12,-1.5,93
29.01.2017-13:00,2.2,0,1010,30.4,-1.5,94
29.01.2017-14:00,1.3,0,1009.7,35,-1.2,92
29.01.2017-15:00,1.4,0,1009,12.9,-1.1,90
29.01.2017-16:00,0.8,0,1008.6,-1.6,-0.9,90
29.01.2017-17:00,1.3,0,1008.1,-4.8,-0.7,94
29.01.2017-18:00,2.1,0,1007.5,-5.6,-0.7,96
29.01.2017-19:00,1.1,0,1006.5,-5.6,0.1,97
29.01.2017-20:00,2.1,0,1006.3,-5.2,1,98
29.01.2017-21:00,1,0,1006.2,-5.1,1,97
29.01.2017-22:00,2.4,0,1006.2,-5.3,1.9,96
29.01.2017-23:00,3.3,0,1006.4,-5,2.8,95
30.01.2017-00:00,3.8,0,1006.8,-4.5,3.1,90
30.01.2017-01:00,1.6,0,1007.1,-5.1,2.7,91
30.01.2017-02:00,2.5,0,1007.6,-5.5,2.6,91
30.01.2017-03:00,3,0,1008.1,-5.7,2.2,92
30.01.2017-04:00,1.7,0,1008.6,-5.7,2.1,93
30.01.2017-05:00,1.3,0,1009.2,-5.9,2.2,93
30.01.2017-06:00,0.9,0,1009.7,-5.8,1.9,94
30.01.2017-07:00,1.5,0,1010.5,-6.6,1.8,95
30.01.2017-08:00,1.8,0,1011.2,-6.4,2.1,91
30.01.2017-09:00,2.3,0,1012.3,-2.1,2.2,84
30.01.2017-10:00,0.8,0,1013.3,19.2,2.4,83
30.01.2017-11:00,0.6,0,1013.9,34.2,2.6,79
30.01.2017-12:00,0.8,0,1014.8,50.9,2.1,90
30.01.2017-13:00,1.7,0,1015.5,56.9,2.1,89
30.01.2017-14:00,1.4,0,1016.2,39.9,2.1,88
30.01.2017-15:00,1.7,0,1016.6,21.2,1.9,88
30.01.2017-16:00,1.2,0,1017.1,6,2,86
30.01.2017-17:00,1.9,0,1017.6,-3.3,1.9,86
30.01.2017-18:00,3.5,0,1018.4,-5.4,1.2,86
30.01.2017-19:00,3.5,0,1019,-5.2,0.8,85
30.01.2017-20:00,3.3,0,1019.7,-5.3,0.5,86
30.01.2017-21:00,2.3,0,1020.3,-5.5,0.4,85
30.01.2017-22:00,1.9,0,1021.1,-5.2,0.1,85
30.01.2017-23:00,2.2,0,1021.7,-5.3,-0.1,84
31.01.2017-00:00,2.3,0,1021.9,-4.9,-0.4,85
31.01.2017-01:00,2.6,0,1022,-4.6,-0.5,84
31.01.2017-02:00,1.7,0,1022.2,-4.6,-0.8,85
31.01.2017-03:00,1.5,0,1022.7,-4.8,-0.9,84
31.01.2017-04:00,1.8,0,1022.5,-4.6,-1,84
31.01.2017-05:00,2.1,0,1022.7,-4.6,-1.1,86
31.01.2017-06:00,1.1,0,1022.7,-4.6,-1.1,87
31.01.2017-07:00,0.8,0,1022.8,-5,-1.3,86
31.01.2017-08:00,2,0,1023.1,-4.6,-1.3,87
31.01.2017-09:00,0.7,0,1023.5,-1.9,-1.5,90
31.01.2017-10:00,1.5,0,1023.6,11,-1.3,88
31.01.2017-11:00,0.9,0,1023.7,34.3,-1,86
31.01.2017-12:00,1.8,0,1023.6,81.4,-0.8,81
31.01.2017-13:00,2.1,0,1023.5,85.2,-0.7,82
31.01.2017-14:00,1.1,0,1023.5,70.3,-0.6,85
31.01.2017-15:00,1.3,0,1023.4,45.2,-0.3,84
31.01.2017-16:00,1.4,0,1023.3,16.3,-0.6,87
31.01.2017-17:00,1,0,1023.4,-2.2,-0.8,88
31.01.2017-18:00,1.2,0,1023.5,-5.8,-0.7,89
31.01.2017-19:00,0.7,0,1023.6,-5.4,-0.5,88
31.01.2017-20:00,1.8,0,1023.8,-5.7,-0.5,87
31.01.2017-21:00,1.6,0,1023.6,-6,-0.5,86
31.01.2017-22:00,1.6,0,1023.6,-5.5,-0.4,81
31.01.2017-23:00,1.3,0,1023.4,-5.7,-0.2,76
01.02.2017-00:00,1.1,0,1023.2,-6,-0.2,77
01.02.2017-01:00,1.1,0,1022.9,-6.4,-0.3,77
01.02.2017-02:00,1.4,0,1022.7,-6.1,-0.6,85
01.02.2017-03:00,1.8,0,1022.5,-6.2,-0.7,88
01.02.2017-04:00,1.9,0,1022.2,-6,-0.7,89
01.02.2017-05:00,2.1,0,1022,-5.9,-0.7,88
01.02.2017-06:00,2.4,0,1021.7,-5.7,-0.6,85
01.02.2017-07:00,2.6,0,1021.7,-5.6,-0.5,83
01.02.2017-08:00,1.8,0,1021.7,-5.6,-0.5,83
01.02.2017-09:00,2.8,0,1021.7,-4.1,-0.5,84
01.02.2017-10:00,2.3,0,1021.5,3.6,-0.4,84
01.02.2017-11:00,2.5,0,1021.4,20.2,-0.2,86
01.02.2017-12:00,2.5,0,1021.1,25.5,0,85
01.02.2017-13:00,2.4,0,1020.7,17,-0.2,87
01.02.2017-14:00,2.4,0,1020.1,16.4,-0.3,96
01.02.2017-15:00,3.8,0,1019.5,5.4,-0.1,97
01.02.2017-16:00,3.1,0,1019.4,-1.2,0,97
01.02.2017-17:00,2.8,0,1019.3,-4.3,-0.1,97
01.02.2017-18:00,3.1,0,1019.1,-5.2,-0.1,97
01.02.2017-19:00,2.6,0,1018.8,-4.9,-0.1,97
01.02.2017-20:00,2.6,0,1018.6,-4.8,-0.2,97
01.02.2017-21:00,1.9,0,1018.2,-5,-0.3,97
01.02.2017-22:00,2.9,0,1018.1,-5.5,-0.4,98
01.02.2017-23:00,3,0,1017.8,-5.2,-0.4,98
02.02.2017-00:00,1.7,0,1017.4,-5.1,-0.3,97
02.02.2017-01:00,1.5,0,1016.8,-5.7,-0.3,98
02.02.2017-02:00,1.3,0,1016.4,-5.8,-0.2,98
02.02.2017-03:00,1.9,0,1016,-5.8,-0.1,99
02.02.2017-04:00,3.3,0,1015.4,-5.6,-0.1,98
02.02.2017-05:00,2.5,0,1015.2,-5.1,-0.1,97
02.02.2017-06:00,1.8,0,1014.9,-5.3,-0.2,97
02.02.2017-07:00,1.2,0,1014.4,-5.6,-0.2,96
02.02.2017-08:00,2.4,0,1014.2,-5.4,-0.2,95
02.02.2017-09:00,1.7,0,1014.4,-5.4,-0.2,96
02.02.2017-10:00,2.4,0,1014.3,-1.9,-0.1,97
02.02.2017-11:00,2.6,0,1013.9,11.1,0.1,95
02.02.2017-12:00,2.3,0,1013.7,11,0.2,94
02.02.2017-13:00,2,0,1013.1,18.1,0.2,93
02.02.2017-14:00,2,0,1012.7,10,0.1,95
02.02.2017-15:00,1.7,0,1012.3,4.5,0.1,94
02.02.2017-16:00,1.7,0,1012.4,5.9,-0.1,95
02.02.2017-17:00,1.4,0,1012.5,-4.7,-0.4,96
02.02.2017-18:00,1.3,0,1012.4,-5.6,-0.5,97
02.02.2017-19:00,1.5,0,1012.6,-5.4,-0.6,96
02.02.2017-20:00,1.1,0,1012.5,-5.8,-0.7,96
02.02.2017-21:00,1.1,0,1012.3,-5.9,-0.6,95
02.02.2017-22:00,1.1,0,1012.3,-5.7,-0.6,94
02.02.2017-23:00,0.6,0,1012.2,-5.6,-0.8,95
03.02.2017-00:00,0.3,0,1012.1,-5.3,-0.7,96
03.02.2017-01:00,0.2,0,1012,-5.7,-0.6,96
03.02.2017-02:00,1,0,1011.7,-6.7,-0.7,97
03.02.2017-03:00,0.8,0,1011.3,-6.4,-0.6,97
03.02.2017-04:00,0.1,0,1011,-6.1,-0.6,97
03.02.2017-05:00,0.9,0,1010.5,-5.8,-0.5,96
03.02.2017-06:00,0.4,0,1010.1,-5.4,-0.4,95
03.02.2017-07:00,0.2,0,1009.9,-5.6,-0.4,96
03.02.2017-08:00,1,0,1010,-5.3,-0.4,97
03.02.2017-09:00,1,0,1010.1,-3.8,-0.4,98
03.02.2017-10:00,0.8,0,1010.4,2.6,-0.1,98
03.02.2017-11:00,1.4,0,1010.4,11.2,0,97
03.02.2017-12:00,0.9,0,1010.3,14.8,0.4,95
03.02.2017-13:00,0.7,0,1010,26.2,0.4,95
03.02.2017-14:00,1,0,1009.6,30.7,0.6,92
03.02.2017-15:00,0.3,0,1009.6,17.9,0.6,92
03.02.2017-16:00,0.5,0,1009.9,0,0.4,97
03.02.2017-17:00,0.7,0,1009.7,-5.1,0.4,96
03.02.2017-18:00,0.7,0,1010,-5.7,0.2,97
03.02.2017-19:00,1.2,0,1010.2,-5.6,0.5,97
03.02.2017-20:00,1,0,1010.1,-5.9,0.5,96
03.02.2017-21:00,1.3,0,1010.1,-6.1,0.5,95
03.02.2017-22:00,1.6,0,1010.1,-5.8,0.5,94
03.02.2017-23:00,1.4,0,1010,-5.8,0.4,94
04.02.2017-00:00,1.6,0,1010.1,-5.8,0.5,93
04.02.2017-01:00,1.9,0,1009.8,-5.8,0.5,94
04.02.2017-02:00,1.4,0,1009.8,-5.8,0.4,94
04.02.2017-03:00,1.6,0,1009.4,-5.7,0.4,95
04.02.2017-04:00,1.6,0,1009.1,-5.6,0.4,95
04.02.2017-05:00,1.4,0,1009.1,-6,0.3,96
04.02.2017-06:00,1.9,0,1008.8,-5.8,0.2,94
04.02.2017-07:00,2.9,0,1008.8,-6.2,0.3,90
04.02.2017-08:00,3.1,0,1009.1,-5.6,0,89
04.02.2017-09:00,2.8,0,1009.4,-3.7,-0.8,89
04.02.2017-10:00,3.4,0,1009.5,6.6,-0.8,86
04.02.2017-11:00,2.6,0,1009.8,19.9,-0.8,86
04.02.2017-12:00,2.6,0,1009.5,38.1,-0.7,88
04.02.2017-13:00,2.1,0,1009.2,33.8,-0.6,89
04.02.2017-14:00,3.6,0,1009.1,21.3,-0.4,87
04.02.2017-15:00,3.2,0,1009.1,13.8,-0.5,86
04.02.2017-16:00,3.4,0,1009.3,3.5,-0.6,84
04.02.2017-17:00,3.8,0,1009.5,-3.8,-0.6,85
04.02.2017-18:00,4,0,1009.7,-5.4,-0.8,90
04.02.2017-19:00,4.5,0,1009.9,-5.3,-0.7,90
04.02.2017-20:00,4,0,1010,-5.1,-0.8,92
04.02.2017-21:00,5.5,0,1010.2,-5.1,-0.7,90
04.02.2017-22:00,5.2,0,1010.4,-5,-0.6,90
04.02.2017-23:00,5.2,0,1010.6,-5,-0.5,92
05.02.2017-00:00,5.2,0,1011.2,-5.1,-0.4,92
05.02.2017-01:00,5.6,0,1011.4,-5.1,-0.2,91
05.02.2017-02:00,5.2,0,1011.6,-5.1,-0.1,90
05.02.2017-03:00,4.2,0,1011.9,-5,0.1,89
05.02.2017-04:00,5.2,0,1012.2,-5.1,0.2,89
05.02.2017-05:00,3.7,0,1012.7,-5.1,0.2,89
05.02.2017-06:00,4.3,0,1013.1,-5,0.2,89
05.02.2017-07:00,3.9,0,1013.9,-5.1,0.2,89
05.02.2017-08:00,4.1,0,1014.3,-5.1,0.2,90
05.02.2017-09:00,3.8,0,1015,-3.4,0.1,92
05.02.2017-10:00,4.2,0,1015.5,5.6,0.2,92
05.02.2017-11:00,3.9,0,1016.3,22.6,0.2,91
05.02.2017-12:00,3.8,0,1017,33,0.2,91
05.02.2017-13:00,4.9,0,1017.4,47.4,0.3,88
